SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,PricePerSqft,PropertyAge,ListingCategory
2104,4,3,Rural,2004,136381.3967,64.82,21,Budget
2896,2,3,Rural,1981,279823.5149,96.62,44,High-End
2663,4,1,Suburb,1959,244872.2205,91.95,66,Mid-Range
2718,3,2,Urban,2003,256732.685,94.46,22,Mid-Range
2778,3,1,Suburb,1957,269595.9376,97.05,68,High-End
1696,4,2,Rural,1972,216664.3467,127.75,53,Mid-Range
2009,5,3,Rural,2007,228129.5368,113.55,18,Mid-Range
1731,2,1,Rural,2019,100268.2939,57.93,6,Budget
2094,5,2,Rural,1996,242612.461,115.86,29,Mid-Range
1968,2,1,Urban,1970,282533.2495,143.56,55,High-End
1853,3,2,Urban,1954,260302.4472,140.48,71,Mid-Range
1665,2,3,Suburb,1986,187725.8333,112.75,39,Budget
2780,4,3,Urban,2018,328317.4511,118.1,7,High-End
1651,4,3,Suburb,2019,338118.7795,204.8,6,High-End
2094,4,2,Rural,1954,222390.2493,106.2,71,Mid-Range
1045,5,3,Suburb,2002,155279.2224,148.59,23,Budget
2070,3,1,Suburb,1950,242313.1588,117.06,75,Mid-Range
2614,3,2,Suburb,1998,237993.1479,91.05,27,Mid-Range
2445,3,1,Urban,2011,307832.4551,125.9,14,High-End
1148,4,2,Urban,1997,79076.84885,68.88,28,Budget
1909,3,2,Suburb,2016,161212.0595,84.45,9,Budget
2153,5,1,Rural,1998,224486.0031,104.27,27,Mid-Range
1455,5,3,Suburb,2003,134091.9571,92.16,22,Budget
2662,5,1,Rural,1955,295772.7973,111.11,70,High-End
1876,4,3,Rural,2004,175187.4721,93.38,21,Budget
2654,2,1,Rural,2007,304399.3759,114.69,18,High-End
1965,3,2,Rural,1950,215392.4348,109.61,75,Mid-Range
1868,5,1,Urban,1959,222332.1729,119.02,66,Mid-Range
2528,2,1,Urban,1957,251920.4485,99.65,68,Mid-Range
1928,2,2,Rural,2001,245490.7066,127.33,24,Mid-Range
2023,5,3,Rural,1974,152663.078,75.46,51,Budget
2000,5,3,Rural,1983,195440.5464,97.72,42,Mid-Range
1773,3,2,Suburb,1950,215766.2923,121.7,75,Mid-Range
1243,3,3,Urban,2017,88020.47515,70.81,8,Budget
1473,2,3,Suburb,1972,137716.1713,93.49,53,Budget
1381,2,3,Rural,1960,195864.4065,141.83,65,Mid-Range
2126,2,2,Urban,1968,279061.8932,131.26,57,High-End
1488,4,2,Urban,2018,144208.6884,96.91,7,Budget
2060,2,1,Suburb,1968,268303.7076,130.24,57,High-End
2677,4,1,Rural,1952,301436.846,112.6,73,High-End
2572,3,1,Suburb,1996,242900.6201,94.44,29,Mid-Range
2543,2,3,Urban,2003,284873.9983,112.02,22,High-End
2766,3,1,Rural,1997,384555.695,139.03,28,High-End
2356,2,3,Urban,1955,314178.1673,133.35,70,High-End
1396,3,3,Suburb,1954,166662.2937,119.39,71,Budget
1295,2,3,Suburb,2010,219397.5917,169.42,15,Mid-Range
1106,4,1,Urban,1998,182501.4212,165.01,27,Budget
1859,5,1,Urban,2000,136332.4344,73.34,25,Budget
1953,3,1,Rural,2008,162291.3345,83.1,17,Budget
1529,3,3,Suburb,2004,115509.6067,75.55,21,Budget
2848,5,3,Rural,2011,273137.7665,95.91,14,High-End
2106,2,2,Urban,1988,170298.9526,80.86,37,Budget
1933,4,2,Rural,1955,202045.8621,104.52,70,Mid-Range
1287,4,3,Suburb,1971,176240.0594,136.94,54,Budget
1705,4,2,Urban,1964,176924.3086,103.77,61,Budget
2484,2,3,Rural,1956,246962.5632,99.42,69,Mid-Range
1214,3,2,Rural,1953,163001.4243,134.27,72,Budget
2304,2,3,Rural,2014,276385.4543,119.96,11,High-End
1731,4,2,Urban,1994,194782.0455,112.53,31,Mid-Range
2977,5,3,Rural,1969,341722.4851,114.79,56,High-End
2482,4,1,Urban,1951,154295.3412,62.17,74,Budget
2824,3,2,Suburb,1952,328307.278,116.26,73,High-End
1343,2,3,Suburb,2005,169819.4205,126.45,20,Budget
1193,2,1,Rural,1997,208132.0659,174.46,28,Mid-Range
1157,4,3,Suburb,2000,166495.549,143.9,25,Budget
1464,3,1,Urban,1961,198325.1525,135.47,64,Mid-Range
1103,3,3,Rural,1975,37821.21257,34.29,50,Budget
1033,5,3,Rural,1998,76231.09856,73.8,27,Budget
2125,4,3,Urban,1984,259158.2837,121.96,41,Mid-Range
1638,5,2,Urban,2007,213023.3596,130.05,18,Mid-Range
2749,2,1,Suburb,1971,260545.6384,94.78,54,High-End
1324,2,1,Rural,1979,99220.59397,74.94,46,Budget
2967,3,1,Urban,1955,299829.7379,101.05,70,High-End
2831,5,2,Rural,2010,236068.897,83.39,15,Mid-Range
1690,3,2,Suburb,1979,141657.8863,83.82,46,Budget
1591,4,1,Suburb,1961,211478.4564,132.92,64,Mid-Range
1140,3,2,Rural,1999,57253.34609,50.22,26,Budget
1473,2,2,Urban,1972,216178.1133,146.76,53,Mid-Range
2054,2,1,Rural,2021,219599.3586,106.91,4,Mid-Range
1883,3,3,Suburb,1988,232055.3496,123.24,37,Mid-Range
2958,4,3,Suburb,1998,314669.9184,106.38,27,High-End
1062,5,1,Rural,1957,130722.6228,123.09,68,Budget
2583,2,2,Rural,1987,222233.1971,86.04,38,Mid-Range
2110,2,2,Suburb,1983,288079.2264,136.53,42,High-End
1303,4,1,Urban,1975,168354.3453,129.21,50,Budget
2084,3,1,Suburb,1958,328965.6394,157.85,67,High-End
1395,2,1,Suburb,2016,200639.7659,143.83,9,Mid-Range
1333,2,1,Urban,1954,123458.1236,92.62,71,Budget
2975,4,2,Rural,1965,259599.814,87.26,60,Mid-Range
1785,3,3,Urban,1962,232015.7869,129.98,63,Mid-Range
1410,4,1,Suburb,1983,185721.1291,131.72,42,Budget
1283,4,2,Urban,1998,104234.0449,81.24,27,Budget
1465,3,1,Rural,1996,149215.452,101.85,29,Budget
1079,2,3,Urban,1993,95886.12722,88.87,32,Budget
2715,5,1,Urban,1958,283529.9043,104.43,67,High-End
1783,5,2,Rural,1982,208093.2694,116.71,43,Mid-Range
2100,5,1,Suburb,1957,219698.9982,104.62,68,Mid-Range
2977,4,3,Suburb,1958,384899.3914,129.29,67,High-End
1732,2,2,Urban,1999,156881.279,90.58,26,Budget
2928,2,2,Urban,1953,271932.124,92.87,72,High-End
2817,2,3,Urban,1976,273926.9277,97.24,49,High-End
2563,2,1,Rural,1995,320664.1495,125.11,30,High-End
2384,4,1,Urban,2009,308957.1827,129.6,16,High-End
1076,5,2,Suburb,2013,176620.8118,164.15,12,Budget
1508,5,3,Rural,1995,169190.6869,112.2,30,Budget
2187,3,2,Suburb,1988,215176.5448,98.39,37,Mid-Range
2032,2,2,Rural,2018,247765.8927,121.93,7,Mid-Range
2198,5,3,Rural,2003,226151.5845,102.89,22,Mid-Range
1461,5,3,Urban,1961,211337.2058,144.65,64,Mid-Range
2330,2,3,Urban,1967,277593.8671,119.14,58,High-End
2611,2,1,Urban,1959,277636.1736,106.33,66,High-End
1244,5,2,Urban,1969,340661.4729,273.84,56,High-End
1121,3,2,Urban,1983,135876.2541,121.21,42,Budget
1184,2,1,Suburb,1953,217887.6755,184.03,72,Mid-Range
1031,5,3,Suburb,1989,198180.6404,192.22,36,Mid-Range
1997,3,1,Urban,1996,221349.8563,110.84,29,Mid-Range
2986,4,2,Suburb,2014,306623.9229,102.69,11,High-End
1761,3,1,Urban,1976,137466.7689,78.06,49,Budget
1568,2,2,Suburb,2000,206111.7999,131.45,25,Mid-Range
1309,4,1,Suburb,2020,194596.8275,148.66,5,Mid-Range
2395,3,1,Rural,2008,230564.8591,96.27,17,Mid-Range
2679,5,2,Urban,1961,275288.0062,102.76,64,High-End
1829,2,2,Rural,2009,156318.0382,85.47,16,Budget
2619,4,1,Urban,1977,322131.5978,123,48,High-End
1991,5,1,Suburb,1964,291839.1675,146.58,61,High-End
2079,4,1,Suburb,1998,182546.2043,87.8,27,Budget
1790,3,1,Urban,1952,152647.1675,85.28,73,Budget
2296,5,2,Suburb,1968,253195.6978,110.28,57,Mid-Range
1463,2,3,Urban,1974,208786.0775,142.71,51,Mid-Range
1677,5,2,Rural,1957,223882.8881,133.5,68,Mid-Range
2479,3,3,Rural,1957,331056.7668,133.54,68,High-End
1978,4,2,Urban,1982,108129.3852,54.67,43,Budget
1669,5,3,Rural,2019,177505.4805,106.35,6,Budget
2272,4,2,Urban,2012,309020.8522,136.01,13,High-End
1697,2,3,Urban,1985,274744.4573,161.9,40,High-End
1993,5,1,Rural,1989,217462.1161,109.11,36,Mid-Range
1077,4,1,Suburb,2017,104908.6378,97.41,8,Budget
1533,2,3,Rural,2005,129517.6595,84.49,20,Budget
1107,3,1,Rural,1978,165025.384,149.07,47,Budget
2296,5,3,Urban,1974,325464.8617,141.75,51,High-End
1763,5,3,Urban,1969,229225.7516,130.02,56,Mid-Range
1014,5,1,Urban,1968,20504.0134,20.22,57,Budget
1369,4,1,Rural,1961,180277.4548,131.69,64,Budget
2327,4,2,Urban,1983,235721.2326,101.3,42,Mid-Range
2695,2,3,Suburb,2014,312298.1532,115.88,11,High-End
1204,5,2,Rural,1973,155694.3364,129.31,52,Budget
2136,2,3,Suburb,1957,296945.0501,139.02,68,High-End
2703,5,3,Rural,2004,310110.961,114.73,21,High-End
1864,3,2,Rural,2008,203246.6148,109.04,17,Mid-Range
2276,5,1,Rural,1971,251495.5145,110.5,54,Mid-Range
1440,2,2,Rural,1969,236743.546,164.41,56,Mid-Range
2209,4,1,Suburb,1969,221848.6157,100.43,56,Mid-Range
1858,3,1,Suburb,1979,243317.942,130.96,46,Mid-Range
1226,3,3,Rural,1984,174781.9301,142.56,41,Budget
1527,5,2,Rural,2015,196427.1692,128.64,10,Mid-Range
2691,3,2,Rural,2000,300416.5539,111.64,25,High-End
1353,2,1,Rural,1985,151236.2805,111.78,40,Budget
1622,2,1,Rural,1997,248386.6862,153.14,28,Mid-Range
2024,5,3,Urban,2003,256971.1081,126.96,22,Mid-Range
2576,4,3,Rural,2005,325507.379,126.36,20,High-End
2583,3,1,Rural,2010,274757.0139,106.37,15,High-End
1926,3,3,Urban,1985,292401.6827,151.82,40,High-End
2443,5,1,Suburb,2008,261188.1997,106.91,17,High-End
2643,3,2,Urban,1999,298548.6511,112.96,26,High-End
2184,4,3,Suburb,1961,151513.1131,69.37,64,Budget
1160,5,2,Suburb,1962,155782.5473,134.3,63,Budget
1870,2,1,Urban,1966,169982.5128,90.9,59,Budget
2151,3,3,Urban,1989,226567.2078,105.33,36,Mid-Range
2745,5,1,Suburb,1966,260964.666,95.07,59,High-End
2174,2,2,Suburb,1976,221724.5427,101.99,49,Mid-Range
1443,2,3,Suburb,2011,239529.8357,165.99,14,Mid-Range
2790,2,2,Urban,1971,300708.0881,107.78,54,High-End
2494,5,2,Rural,2012,232736.0833,93.32,13,Mid-Range
1462,5,1,Suburb,1961,181963.6341,124.46,64,Budget
2753,2,2,Urban,2020,334278.1837,121.42,5,High-End
2053,2,2,Suburb,2007,210004.1536,102.29,18,Mid-Range
1472,5,2,Rural,1977,207398.9752,140.9,48,Mid-Range
1556,5,1,Rural,2012,83805.45132,53.86,13,Budget
1079,4,2,Suburb,1977,77489.29704,71.82,48,Budget
2062,2,1,Urban,1994,245236.0403,118.93,31,Mid-Range
1239,3,3,Urban,1993,75502.34543,60.94,32,Budget
1556,3,3,Suburb,1959,201945.1761,129.78,66,Mid-Range
1589,5,1,Suburb,1975,148869.6226,93.69,50,Budget
2360,3,3,Rural,2021,211266.7591,89.52,4,Mid-Range
2931,5,2,Rural,1978,341452.6924,116.5,47,High-End
2884,4,2,Urban,1999,345068.7149,119.65,26,High-End
2823,5,1,Rural,1978,370667.4461,131.3,47,High-End
2975,2,2,Suburb,1975,344976.0574,115.96,50,High-End
2303,5,3,Suburb,2014,282129.292,122.51,11,High-End
2139,3,3,Urban,1967,305344.1087,142.75,58,High-End
1268,3,1,Urban,1998,99777.29863,78.69,27,Budget
2939,3,3,Urban,1953,257344.8807,87.56,72,Mid-Range
1334,2,3,Suburb,1964,77420.66768,58.04,61,Budget
1311,5,3,Urban,1997,208383.9391,158.95,28,Mid-Range
2076,5,1,Urban,1982,201009.6999,96.83,43,Mid-Range
2091,3,1,Rural,1969,187090.7772,89.47,56,Budget
1693,2,2,Rural,2007,180137.1056,106.4,18,Budget
1033,3,3,Urban,2008,87881.7502,85.07,17,Budget
2819,3,3,Suburb,2013,272653.3424,96.72,12,High-End
2841,2,1,Suburb,2015,274474.6466,96.61,10,High-End
1385,3,3,Suburb,2005,189922.7716,137.13,20,Mid-Range
1248,4,2,Urban,2020,212036.7618,169.9,5,Mid-Range
2134,2,3,Urban,2016,194220.532,91.01,9,Mid-Range
2117,3,1,Urban,2004,133224.7722,62.93,21,Budget
2433,5,3,Rural,2002,301638.5479,123.98,23,High-End
2202,4,2,Urban,2000,174279.924,79.15,25,Budget
2070,5,2,Rural,1985,225612.4704,108.99,40,Mid-Range
1793,5,1,Urban,1969,243334.4744,135.71,56,Mid-Range
1851,4,2,Urban,1990,275534.0397,148.86,35,High-End
1873,2,3,Suburb,1982,125613.0522,67.07,43,Budget
2627,3,2,Rural,2009,319708.9199,121.7,16,High-End
1375,5,2,Rural,2012,73697.36676,53.6,13,Budget
1723,5,1,Urban,2021,179693.1591,104.29,4,Budget
2610,5,2,Rural,1951,300188.5272,115.01,74,High-End
2913,2,1,Rural,2012,250954.9243,86.15,13,Mid-Range
1201,5,3,Urban,1982,173793.271,144.71,43,Budget
1444,5,2,Urban,1977,157309.2239,108.94,48,Budget
2942,5,3,Urban,1953,329505.3118,112,72,High-End
2956,4,3,Suburb,1999,327353.0826,110.74,26,High-End
1296,4,2,Suburb,1969,154491.8878,119.21,56,Budget
2331,5,2,Suburb,1991,333805.1138,143.2,34,High-End
2746,2,1,Rural,2015,262039.5736,95.43,10,High-End
1492,2,2,Urban,2006,132461.1206,88.78,19,Budget
1337,3,1,Urban,1953,226660.2694,169.53,72,Mid-Range
2968,4,2,Suburb,1966,301559.361,101.6,59,High-End
1922,2,2,Suburb,2017,216411.2689,112.6,8,Mid-Range
2669,5,2,Urban,2000,342040.7841,128.15,25,High-End
2865,4,2,Urban,1953,334901.8744,116.89,72,High-End
2089,2,2,Urban,1959,219349.0752,105,66,Mid-Range
1791,3,1,Suburb,1977,145604.1771,81.3,48,Budget
2445,5,2,Urban,1984,168291.4807,68.83,41,Budget
2563,4,1,Suburb,2019,274463.0724,107.09,6,High-End
2947,3,1,Rural,2003,321705.3191,109.16,22,High-End
2652,3,2,Urban,1963,290083.6626,109.38,62,High-End
2516,4,2,Suburb,1953,314468.4586,124.99,72,High-End
2905,2,2,Urban,1984,273175.3808,94.04,41,High-End
1961,5,1,Suburb,1988,237349.5638,121.03,37,Mid-Range
1316,3,3,Suburb,2021,173748.792,132.03,4,Budget
1941,3,3,Urban,1978,234998.1807,121.07,47,Mid-Range
2860,4,1,Suburb,1999,399550.5576,139.7,26,High-End
1625,4,2,Rural,1960,196847.212,121.14,65,Mid-Range
1074,4,2,Suburb,2021,71127.97976,66.23,4,Budget
2737,3,1,Rural,1986,243356.1547,88.91,39,Mid-Range
1938,2,2,Suburb,1975,262894.8582,135.65,50,High-End
1058,2,1,Suburb,2003,145625.4993,137.64,22,Budget
1385,5,2,Suburb,1976,165179.2023,119.26,49,Budget
1014,4,2,Urban,1969,102754.1646,101.34,56,Budget
2254,5,1,Urban,1954,272169.6362,120.75,71,High-End
2640,3,3,Rural,1976,296544.7962,112.33,49,High-End
2700,3,3,Rural,1975,316898.2255,117.37,50,High-End
1198,3,3,Suburb,1964,49660.61529,41.45,61,Budget
2939,5,2,Urban,1974,313733.2018,106.75,51,High-End
2377,4,3,Urban,1967,285435.6885,120.08,58,High-End
1034,5,3,Rural,1972,117700.1628,113.83,53,Budget
1161,5,3,Rural,1995,192554.074,165.85,30,Mid-Range
2780,3,3,Urban,1980,342412.6358,123.17,45,High-End
1981,3,3,Urban,2004,163755.6075,82.66,21,Budget
1798,2,3,Suburb,2014,258237.9146,143.63,11,Mid-Range
1894,4,1,Suburb,1976,185133.2872,97.75,49,Budget
1470,4,3,Rural,1964,210080.7238,142.91,61,Mid-Range
1530,4,2,Urban,2014,191652.2724,125.26,11,Mid-Range
2987,5,1,Suburb,1963,305441.7882,102.26,62,High-End
1791,3,2,Rural,2013,257153.7026,143.58,12,Mid-Range
1851,3,3,Rural,1995,267844.103,144.7,30,High-End
2446,2,3,Urban,1951,284796.2023,116.43,74,High-End
1347,5,3,Suburb,1985,206442.218,153.26,40,Mid-Range
1693,4,2,Suburb,1990,156626.9307,92.51,35,Budget
1934,5,3,Rural,1969,308064.369,159.29,56,High-End
1912,3,3,Urban,1968,214010.5309,111.93,57,Mid-Range
1146,2,3,Urban,1997,142926.4037,124.72,28,Budget
2397,5,3,Rural,1960,330412.8409,137.84,65,High-End
2711,3,3,Urban,2011,280678.5084,103.53,14,High-End
1674,5,3,Rural,2011,130720.043,78.09,14,Budget
2439,3,1,Urban,2014,199140.8344,81.65,11,Mid-Range
1686,5,3,Suburb,1964,165909.9261,98.4,61,Budget
2517,4,1,Urban,1951,341741.2145,135.77,74,High-End
2582,5,3,Urban,2015,393184.5142,152.28,10,High-End
2279,5,1,Suburb,2019,307835.3042,135.07,6,High-End
1959,4,2,Suburb,2008,197752.4077,100.95,17,Mid-Range
1685,5,2,Rural,1981,205729.0296,122.09,44,Mid-Range
2126,3,1,Urban,1958,214732.1094,101,67,Mid-Range
1120,3,3,Urban,1967,65878.96102,58.82,58,Budget
1418,3,2,Rural,2018,128545.5192,90.65,7,Budget
1349,3,2,Suburb,1957,111417.9151,82.59,68,Budget
2680,3,3,Urban,1996,208231.3276,77.7,29,Mid-Range
1041,4,2,Rural,2008,115123.9545,110.59,17,Budget
2390,4,1,Rural,2016,270898.8863,113.35,9,High-End
1028,5,3,Urban,1974,125515.0318,122.1,51,Budget
1965,3,1,Rural,1998,202935.0439,103.27,27,Mid-Range
2915,5,1,Rural,1996,309339.7673,106.12,29,High-End
1784,3,3,Rural,1954,142771.107,80.03,71,Budget
1013,5,2,Rural,1978,173221.8165,171,47,Budget
1919,4,1,Urban,1972,150396.7031,78.37,53,Budget
2976,3,2,Suburb,1962,257840.3113,86.64,63,Mid-Range
1817,4,1,Rural,1997,289121.269,159.12,28,High-End
1824,5,3,Suburb,1982,215587.4799,118.19,43,Mid-Range
2508,4,3,Rural,1994,171839.0142,68.52,31,Budget
2212,4,3,Suburb,2018,352018.5718,159.14,7,High-End
1871,4,2,Urban,1954,263675.042,140.93,71,High-End
1294,2,1,Urban,2010,118271.3987,91.4,15,Budget
2206,5,3,Urban,1956,294012.7891,133.28,69,High-End
1863,5,1,Urban,1998,162953.3073,87.47,27,Budget
1547,3,1,Suburb,1950,127990.6162,82.73,75,Budget
2905,3,3,Rural,1975,282224.6721,97.15,50,High-End
2060,3,1,Urban,1963,261191.5376,126.79,62,High-End
2007,4,1,Rural,1990,285191.7778,142.1,35,High-End
2037,5,3,Suburb,1989,232667.3031,114.22,36,Mid-Range
2946,4,1,Urban,2018,340449.4769,115.56,7,High-End
1634,5,3,Urban,1996,214308.6646,131.16,29,Mid-Range
1594,4,2,Urban,1986,113554.2502,71.24,39,Budget
2182,3,1,Suburb,1970,126769.9055,58.1,55,Budget
2517,4,3,Rural,1983,294721.9508,117.09,42,High-End
2352,2,2,Urban,2005,261530.8561,111.2,20,High-End
1613,3,1,Urban,1955,136652.4987,84.72,70,Budget
2872,2,3,Rural,1982,252629.4421,87.96,43,Mid-Range
2106,2,1,Rural,1962,211098.3928,100.24,63,Mid-Range
2579,3,2,Urban,1992,268811.7541,104.23,33,High-End
2603,2,1,Urban,1983,246645.4647,94.75,42,Mid-Range
2583,2,3,Suburb,1970,268873.4851,104.09,55,High-End
2592,5,1,Urban,2008,183559.5691,70.82,17,Budget
2610,4,1,Suburb,2017,220863.5095,84.62,8,Mid-Range
2045,2,1,Suburb,2005,320911.5973,156.92,20,High-End
2155,4,2,Rural,2002,351030.7317,162.89,23,High-End
1464,2,2,Suburb,1956,93671.15631,63.98,69,Budget
2479,3,1,Suburb,2017,328101.6763,132.35,8,High-End
2325,3,2,Urban,2004,276043.5027,118.73,21,High-End
1954,5,2,Urban,2002,167318.2285,85.63,23,Budget
1929,3,3,Suburb,2020,187937.8287,97.43,5,Budget
2290,5,2,Suburb,2012,313523.1402,136.91,13,High-End
1798,3,2,Suburb,1981,230546.8336,128.22,44,Mid-Range
1394,4,2,Suburb,1975,194906.5736,139.82,50,Mid-Range
2143,2,1,Suburb,2001,209350.0899,97.69,24,Mid-Range
1245,2,1,Suburb,1994,30285.57701,24.33,31,Budget
1567,5,2,Suburb,1951,219894.9836,140.33,74,Mid-Range
1037,3,3,Suburb,1983,134890.2388,130.08,42,Budget
1244,4,2,Rural,1983,193744.8453,155.74,42,Mid-Range
1020,4,3,Urban,1973,182861.6925,179.28,52,Budget
2133,3,3,Rural,1974,132442.3415,62.09,51,Budget
2629,2,2,Urban,1988,364472.1059,138.64,37,High-End
1393,3,3,Rural,1982,165101.7975,118.52,43,Budget
2433,2,3,Urban,1976,257543.6783,105.85,49,Mid-Range
1986,3,3,Suburb,1976,131758.1556,66.34,49,Budget
2671,2,2,Suburb,2008,265879.4311,99.54,17,High-End
2766,5,3,Urban,1990,313676.6472,113.4,35,High-End
1007,4,2,Rural,1959,202150.4715,200.75,66,Mid-Range
2467,3,1,Suburb,2004,214151.2978,86.81,21,Mid-Range
1327,2,2,Urban,2013,139182.522,104.89,12,Budget
2910,2,1,Suburb,1998,277952.8023,95.52,27,High-End
1289,2,1,Suburb,1986,112822.4768,87.53,39,Budget
2786,5,2,Suburb,2018,282563.3065,101.42,7,High-End
1510,2,1,Urban,2007,66562.89292,44.08,18,Budget
1911,4,2,Suburb,1986,220445.2185,115.36,39,Mid-Range
1360,5,2,Urban,1981,135181.6213,99.4,44,Budget
2932,2,3,Suburb,1977,330428.0576,112.7,48,High-End
2622,4,1,Suburb,1983,342761.3547,130.73,42,High-End
1715,2,2,Rural,2011,159876.6317,93.22,14,Budget
1218,4,2,Rural,2017,126540.1916,103.89,8,Budget
1405,4,1,Urban,1968,173815.904,123.71,57,Budget
1752,2,1,Rural,1997,171953.6309,98.15,28,Budget
1922,4,1,Urban,1999,251572.2608,130.89,26,Mid-Range
1831,3,1,Suburb,1999,255657.4196,139.63,26,Mid-Range
2793,2,2,Suburb,1971,387532.5423,138.75,54,High-End
2644,3,1,Rural,1972,249986.7721,94.55,53,Mid-Range
2791,4,2,Rural,2009,265818.7917,95.24,16,High-End
1793,5,1,Urban,2010,253663.2395,141.47,15,Mid-Range
2243,5,3,Urban,2016,250831.3186,111.83,9,Mid-Range
1594,4,1,Rural,1954,176744.7282,110.88,71,Budget
1106,3,1,Rural,1979,120656.0637,109.09,46,Budget
1580,2,2,Rural,1958,238448.0382,150.92,67,Mid-Range
1608,5,2,Urban,2014,210158.3955,130.7,11,Mid-Range
2747,3,3,Suburb,1960,230670.7547,83.97,65,Mid-Range
2309,5,3,Rural,2012,214600.7221,92.94,13,Mid-Range
2772,5,1,Suburb,1964,363273.018,131.05,61,High-End
1007,4,2,Suburb,2007,271104.4832,269.22,18,High-End
1805,2,1,Rural,1983,250513.0062,138.79,42,Mid-Range
1188,3,2,Suburb,1976,90282.62315,76,49,Budget
1080,3,2,Suburb,1984,138678.4322,128.41,41,Budget
1107,2,2,Urban,1969,177026.1353,159.92,56,Budget
2344,3,2,Rural,1957,207939.9809,88.71,68,Mid-Range
2602,5,3,Urban,1995,222613.3304,85.55,30,Mid-Range
1685,2,2,Suburb,1989,234051.6795,138.9,36,Mid-Range
1345,5,3,Suburb,1957,166780.3934,124,68,Budget
2886,5,3,Suburb,2005,346742.1543,120.15,20,High-End
1327,5,1,Rural,1971,200828.9753,151.34,54,Mid-Range
1554,2,1,Suburb,1989,164059.2974,105.57,36,Budget
2722,3,3,Urban,1956,255369.9764,93.82,69,Mid-Range
1301,5,3,Rural,2001,190145.9147,146.15,24,Mid-Range
1199,2,3,Urban,1963,173484.7486,144.69,62,Budget
1892,2,2,Rural,2002,171469.9753,90.63,23,Budget
2442,4,2,Rural,1967,314774.1617,128.9,58,High-End
2062,4,3,Urban,1964,282734.174,137.12,61,High-End
2755,4,3,Rural,1976,297216.479,107.88,49,High-End
1306,3,3,Urban,2000,162005.4856,124.05,25,Budget
2027,3,1,Urban,2014,222306.2385,109.67,11,Mid-Range
2656,3,1,Suburb,2008,358827.856,135.1,17,High-End
2871,3,2,Suburb,2007,264595.9639,92.16,18,High-End
2100,5,2,Suburb,1971,214783.8359,102.28,54,Mid-Range
1467,2,1,Urban,1975,178304.6519,121.54,50,Budget
1178,2,2,Rural,2010,173355.236,147.16,15,Budget
1644,4,2,Suburb,1994,150172.9549,91.35,31,Budget
2846,2,3,Rural,2010,301826.2753,106.05,15,High-End
2764,3,3,Rural,1994,364431.3167,131.85,31,High-End
1275,2,1,Urban,1975,112993.5111,88.62,50,Budget
2175,5,3,Rural,1965,246848.6573,113.49,60,Mid-Range
2187,5,2,Urban,1960,277756.0948,127,65,High-End
2313,4,3,Urban,1997,247159.7492,106.86,28,Mid-Range
2401,3,2,Urban,1961,307494.5139,128.07,64,High-End
1620,2,1,Urban,2005,206550.329,127.5,20,Mid-Range
1637,4,3,Urban,2004,206857.4737,126.36,21,Mid-Range
2775,2,1,Urban,1960,254376.7174,91.67,65,Mid-Range
2333,4,3,Rural,1952,248138.9439,106.36,73,Mid-Range
1929,4,3,Suburb,1997,158911.6165,82.38,28,Budget
2936,5,3,Suburb,1981,296521.1995,100.99,44,High-End
2412,5,1,Suburb,1966,244558.9558,101.39,59,Mid-Range
2880,5,3,Rural,1991,230448.5008,80.02,34,Mid-Range
2681,4,2,Rural,1961,346236.6337,129.14,64,High-End
2787,5,3,Urban,1984,289125.795,103.74,41,High-End
1182,5,3,Suburb,1979,115023.7697,97.31,46,Budget
2844,3,2,Rural,1951,282428.1975,99.31,74,High-End
2329,2,1,Urban,1958,272631.7322,117.06,67,High-End
1071,2,1,Suburb,1990,50983.06519,47.6,35,Budget
2242,3,2,Urban,1984,263359.8973,117.47,41,High-End
1718,3,3,Suburb,1979,198787.909,115.71,46,Mid-Range
2196,5,2,Suburb,1977,284018.405,129.33,48,High-End
2676,5,2,Suburb,1953,373195.6801,139.46,72,High-End
2295,2,3,Rural,1994,310820.1282,135.43,31,High-End
1725,3,2,Urban,1998,129339.8224,74.98,27,Budget
2491,3,1,Urban,2003,228822.4426,91.86,22,Mid-Range
1268,5,1,Rural,2013,206705.1341,163.02,12,Mid-Range
2043,2,1,Suburb,1968,227176.7527,111.2,57,Mid-Range
1577,4,2,Suburb,1985,228995.2079,145.21,40,Mid-Range
1994,3,3,Suburb,1968,217967.7973,109.31,57,Mid-Range
1814,2,1,Urban,1971,103477.2187,57.04,54,Budget
2526,2,3,Urban,1986,254698.0324,100.83,39,Mid-Range
1146,2,3,Urban,1995,179693.8767,156.8,30,Budget
2452,3,1,Suburb,1981,322660.346,131.59,44,High-End
2188,4,2,Suburb,1996,261947.306,119.72,29,High-End
1889,5,1,Suburb,1972,173322.0233,91.75,53,Budget
1309,4,2,Urban,2002,182328.7318,139.29,23,Budget
1517,2,3,Suburb,1979,214696.8551,141.53,46,Mid-Range
1013,3,1,Suburb,1963,156194.0864,154.19,62,Budget
1131,3,1,Rural,1972,143095.1107,126.52,53,Budget
2877,4,2,Urban,2014,267098.7213,92.84,11,High-End
1754,4,2,Urban,1984,254152.7692,144.9,41,Mid-Range
1438,3,3,Urban,1996,114653.4859,79.73,29,Budget
1742,4,1,Urban,1981,184219.5844,105.75,44,Budget
